"hotel"       , "is_canceled", "lead_time", "arrival_date_year", "arrival_date_month", "arrival_date_week_number", "arrival_date_day_of_month", "stays_in_weekend_nights", "stays_in_week_nights", "adults", "children", "babies", "meal"     , "country", "market_segment", "distribution_channel", "is_repeated_guest", "previous_cancellations", "previous_bookings_not_canceled", "reserved_room_type", "assigned_room_type", "booking_changes", "deposit_type", "agent", "company", "days_in_waiting_list", "customer_type"  , "adr" , "required_car_parking_spaces", "total_of_special_requests", "reservation_status", "reservation_status_date"
"Resort Hotel",             0,         196,                2016, "December"          ,                         53,                          30,                         1,                      2,        1,          0,        0, "Undefined", "PRT"    , "Groups"        , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 2, "No Deposit"  , "NULL" , "308"    ,                      0, "Transient-Party", 100.25,                             0,                           0, "Check-Out"         , "2017-01-02"
"City Hotel"  ,             0,          80,                2017, "July"              ,                         30,                          27,                         0,                      2,        2,          0,        0, "BB"       , "BRA"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "83"   , "NULL"   ,                      0, "Transient"      , 123   ,                             0,                           0, "Check-Out"         , "2017-07-29"
"City Hotel"  ,             1,         260,                2015, "September"         ,                         38,                          18,                         0,                      2,        1,          0,        0, "HB"       , "PRT"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        1,                                0, "A"                 , "A"                 ,                 1, "Non Refund"  , "6"    , "NULL"   ,                      0, "Transient-Party",  80   ,                             0,                           0, "Canceled"          , "2015-07-06"
"Resort Hotel",             1,           8,                2017, "June"              ,                         23,                           9,                         0,                      1,        2,          0,        0, "BB"       , "PRT"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "240"  , "NULL"   ,                      0, "Transient"      , 140   ,                             0,                           1, "Canceled"          , "2017-06-07"
"Resort Hotel",             1,         193,                2017, "July"              ,                         29,                          20,                         2,                      3,        2,          0,        0, "BB"       , "PRT"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "240"  , "NULL"   ,                      0, "Transient"      , 153.75,                             0,                           0, "Canceled"          , "2017-01-08"
"Resort Hotel",             0,           4,                2016, "March"             ,                         10,                           5,                         0,                      1,        2,          0,        0, "BB"       , "PRT"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "D"                 ,                 0, "No Deposit"  , "240"  , "NULL"   ,                      0, "Transient"      ,  48   ,                             0,                           1, "Check-Out"         , "2016-03-06"
"City Hotel"  ,             1,          50,                2015, "October"           ,                         43,                          24,                         1,                      1,        2,          0,        0, "BB"       , "PRT"    , "Groups"        , "Direct"              ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "Non Refund"  , "NULL" , "NULL"   ,                      0, "Transient"      ,  75   ,                             0,                           0, "Canceled"          , "2015-10-07"
"City Hotel"  ,             0,         184,                2016, "July"              ,                         29,                          10,                         1,                      0,        2,          0,        0, "BB"       , "NLD"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 105.3 ,                             0,                           1, "Check-Out"         , "2016-07-11"
"City Hotel"  ,             0,          27,                2015, "October"           ,                         43,                          18,                         2,                      2,        2,          0,        0, "BB"       , "GBR"    , "Direct"        , "Direct"              ,                   0,                        0,                                0, "A"                 , "A"                 ,                 1, "No Deposit"  , "14"   , "NULL"   ,                      0, "Transient"      ,  91.25,                             0,                           0, "Check-Out"         , "2015-10-22"
"City Hotel"  ,             0,          54,                2016, "September"         ,                         37,                          10,                         1,                      1,        2,          1,        0, "BB"       , "ESP"    , "Direct"        , "Direct"              ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "NULL" , "NULL"   ,                      0, "Transient"      , 139   ,                             0,                           5, "Check-Out"         , "2016-09-12"
"Resort Hotel",             1,         234,                2017, "April"             ,                         16,                          22,                         2,                      5,        2,          0,        0, "FB"       , "PRT"    , "Groups"        , "Corporate"           ,                   0,                        0,                                0, "C"                 , "C"                 ,                 0, "No Deposit"  , "NULL" , "NULL"   ,                      0, "Transient-Party",  89   ,                             0,                           0, "Canceled"          , "2017-03-30"
"City Hotel"  ,             0,         252,                2016, "October"           ,                         42,                          15,                         2,                      1,        2,          0,        0, "BB"       , "DEU"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 5, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 106.3 ,                             0,                           0, "Check-Out"         , "2016-10-18"
"City Hotel"  ,             1,         160,                2016, "May"               ,                         22,                          23,                         1,                      4,        2,          0,        0, "BB"       , "FIN"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 107.61,                             0,                           1, "Canceled"          , "2016-01-21"
"City Hotel"  ,             1,         130,                2016, "September"         ,                         40,                          29,                         0,                      3,        2,          0,        0, "BB"       , "NLD"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "D"                 , "D"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 139.5 ,                             0,                           2, "Canceled"          , "2016-09-27"
"City Hotel"  ,             1,         177,                2016, "May"               ,                         20,                           8,                         2,                      0,        2,          0,        0, "HB"       , "PRT"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        1,                                0, "A"                 , "A"                 ,                 0, "Non Refund"  , "3"    , "NULL"   ,                      0, "Transient"      , 121   ,                             0,                           0, "Canceled"          , "2016-01-07"
"City Hotel"  ,             0,         107,                2016, "May"               ,                         19,                           7,                         2,                      3,        2,          0,        0, "BB"       , "AUT"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "D"                 , "A"                 ,                 0, "No Deposit"  , "85"   , "NULL"   ,                      0, "Transient"      ,  90.95,                             0,                           0, "Check-Out"         , "2016-05-12"
"City Hotel"  ,             0,          78,                2016, "April"             ,                         15,                           9,                         2,                      1,        2,          0,        0, "BB"       , "PRT"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      ,  96.3 ,                             0,                           0, "Check-Out"         , "2016-04-12"
"Resort Hotel",             0,         195,                2017, "March"             ,                         10,                           5,                         4,                      6,        1,          0,        0, "BB"       , "GBR"    , "Groups"        , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "273"  , "NULL"   ,                      0, "Transient-Party",  40.14,                             0,                           0, "Check-Out"         , "2017-03-15"
"Resort Hotel",             0,           1,                2017, "February"          ,                          5,                           1,                         0,                      1,        1,          0,        0, "BB"       , "PRT"    , "Direct"        , "Direct"              ,                   0,                        0,                                0, "A"                 , "D"                 ,                 1, "No Deposit"  , "NULL" , "130"    ,                      0, "Transient-Party",  35   ,                             0,                           0, "Check-Out"         , "2017-02-02"
"Resort Hotel",             0,          74,                2016, "June"              ,                         25,                          13,                         1,                      1,        2,          0,        0, "BB"       , "USA"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "G"                 , "G"                 ,                 2, "No Deposit"  , "241"  , "NULL"   ,                      0, "Transient"      , 149.52,                             1,                           1, "Check-Out"         , "2016-06-15"
"City Hotel"  ,             1,          68,                2016, "February"          ,                          8,                          17,                         0,                      2,        2,          0,        0, "BB"       , "PRT"    , "Groups"        , "TA/TO"               ,                   0,                        1,                                0, "A"                 , "A"                 ,                 0, "Non Refund"  , "37"   , "NULL"   ,                      0, "Transient"      ,  75   ,                             0,                           0, "Canceled"          , "2016-01-06"
"City Hotel"  ,             0,          47,                2015, "September"         ,                         39,                          22,                         0,                      1,        2,          0,        0, "BB"       , "FRA"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "F"                 ,                 0, "No Deposit"  , "7"    , "NULL"   ,                      0, "Transient"      ,  72.76,                             0,                           1, "Check-Out"         , "2015-09-23"
"Resort Hotel",             0,          25,                2016, "January"           ,                          3,                          10,                         4,                      6,        1,          0,        0, "BB"       , "GRC"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 1, "No Deposit"  , "240"  , "NULL"   ,                      0, "Transient"      ,  39   ,                             0,                           2, "Check-Out"         , "2016-01-20"
"City Hotel"  ,             1,         223,                2016, "August"            ,                         34,                          15,                         1,                      0,        2,          0,        0, "SC"       , "FRA"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      ,  85.5 ,                             0,                           1, "Canceled"          , "2016-01-30"
"City Hotel"  ,             0,          22,                2016, "August"            ,                         32,                           1,                         1,                      3,        2,          1,        0, "BB"       , "HUN"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 159   ,                             1,                           1, "Check-Out"         , "2016-08-05"
"City Hotel"  ,             0,          78,                2016, "June"              ,                         27,                          28,                         2,                      5,        2,          0,        0, "SC"       , "GBR"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 103.5 ,                             0,                           2, "Check-Out"         , "2016-07-05"
"City Hotel"  ,             0,           1,                2016, "September"         ,                         40,                          29,                         0,                      3,        1,          0,        0, "HB"       , "SWE"    , "Corporate"     , "Corporate"           ,                   0,                        0,                                0, "A"                 , "A"                 ,                 2, "No Deposit"  , "325"  , "NULL"   ,                      0, "Transient-Party", 118   ,                             0,                           0, "Check-Out"         , "2016-10-02"
"City Hotel"  ,             0,          27,                2016, "June"              ,                         26,                          19,                         2,                      1,        2,          0,        0, "BB"       , "ROU"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "42"   , "NULL"   ,                      0, "Transient"      ,  95   ,                             0,                           0, "Check-Out"         , "2016-06-22"
"City Hotel"  ,             0,          80,                2016, "November"          ,                         47,                          19,                         2,                      1,        2,          0,        0, "BB"       , "DEU"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      ,  93.6 ,                             0,                           1, "Check-Out"         , "2016-11-22"
"City Hotel"  ,             0,          16,                2017, "April"             ,                         16,                          21,                         1,                      2,        2,          0,        0, "BB"       , "IRL"    , "Direct"        , "Direct"              ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "NULL" , "NULL"   ,                      0, "Transient"      , 128   ,                             0,                           0, "Check-Out"         , "2017-04-24"
"City Hotel"  ,             0,          49,                2015, "September"         ,                         39,                          22,                         0,                      1,        1,          0,        0, "BB"       , "PRT"    , "Corporate"     , "Corporate"           ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "40"   , "NULL"   ,                      0, "Transient"      ,  65   ,                             0,                           0, "Check-Out"         , "2015-09-23"
"City Hotel"  ,             0,           5,                2016, "March"             ,                         13,                          23,                         0,                      1,        2,          0,        0, "BB"       , "MEX"    , "Direct"        , "Direct"              ,                   0,                        0,                                0, "D"                 , "D"                 ,                 0, "No Deposit"  , "14"   , "NULL"   ,                      0, "Transient"      , 112   ,                             0,                           0, "Check-Out"         , "2016-03-24"
"Resort Hotel",             1,         235,                2016, "October"           ,                         41,                           3,                         2,                      5,        2,          0,        0, "BB"       , "PRT"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "E"                 , "E"                 ,                 0, "No Deposit"  , "240"  , "NULL"   ,                      0, "Transient"      ,  98   ,                             0,                           0, "Canceled"          , "2016-07-29"
"Resort Hotel",             0,          20,                2017, "February"          ,                          8,                          20,                         1,                      4,        2,          2,        0, "HB"       , "IRL"    , "Direct"        , "Direct"              ,                   0,                        0,                                0, "G"                 , "G"                 ,                 1, "No Deposit"  , "250"  , "NULL"   ,                      0, "Transient"      , 137.8 ,                             0,                           0, "Check-Out"         , "2017-02-25"
"City Hotel"  ,             0,          54,                2015, "December"          ,                         53,                          27,                         2,                      0,        2,          0,        0, "SC"       , "RUS"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Contract"       ,  85.5 ,                             1,                           1, "Check-Out"         , "2015-12-29"
"City Hotel"  ,             0,           7,                2016, "February"          ,                          7,                          13,                         0,                      1,        3,          0,        0, "BB"       , "ESP"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "D"                 , "D"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 127   ,                             0,                           1, "Check-Out"         , "2016-02-14"
"Resort Hotel",             0,           7,                2017, "April"             ,                         16,                          18,                         0,                      1,        1,          0,        0, "BB"       , "PRT"    , "Corporate"     , "Corporate"           ,                   1,                        0,                                1, "A"                 , "A"                 ,                 0, "No Deposit"  , "NULL" , "282"    ,                      0, "Transient-Party",  45   ,                             0,                           0, "Check-Out"         , "2017-04-19"
"Resort Hotel",             1,         185,                2016, "April"             ,                         17,                          18,                         1,                      1,        2,          0,        0, "HB"       , "PRT"    , "Groups"        , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "298"  , "NULL"   ,                      0, "Transient-Party",  86   ,                             0,                           0, "Canceled"          , "2016-03-18"
"Resort Hotel",             0,           0,                2017, "June"              ,                         23,                           7,                         0,                      1,        1,          0,        0, "BB"       , "PRT"    , "Corporate"     , "Corporate"           ,                   0,                        0,                                0, "A"                 , "D"                 ,                 0, "No Deposit"  , "NULL" , "12"     ,                      0, "Transient"      ,  75   ,                             0,                           0, "Check-Out"         , "2017-06-08"
"City Hotel"  ,             0,           2,                2016, "March"             ,                         14,                          28,                         1,                      2,        3,          0,        0, "BB"       , "PRT"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "F"                 , "F"                 ,                 0, "No Deposit"  , "7"    , "NULL"   ,                      0, "Transient"      , 148.37,                             0,                           2, "Check-Out"         , "2016-03-31"
"City Hotel"  ,             0,          19,                2017, "July"              ,                         28,                          10,                         1,                      2,        2,          0,        0, "BB"       , "AUT"    , "Corporate"     , "Corporate"           ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "NULL" , "439"    ,                      0, "Transient"      , 114   ,                             0,                           0, "Check-Out"         , "2017-07-13"
"Resort Hotel",             1,         350,                2017, "March"             ,                         12,                          24,                         0,                      2,        2,          0,        0, "BB"       , "PRT"    , "Groups"        , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "Non Refund"  , "11"   , "NULL"   ,                      0, "Transient"      ,  30   ,                             0,                           0, "Canceled"          , "2017-03-10"
"City Hotel"  ,             1,         489,                2016, "November"          ,                         46,                          10,                         0,                      2,        2,          0,        0, "BB"       , "PRT"    , "Groups"        , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "Non Refund"  , "1"    , "NULL"   ,                      0, "Transient"      ,  62.8 ,                             0,                           0, "Canceled"          , "2015-10-21"
"City Hotel"  ,             1,          65,                2016, "April"             ,                         15,                           8,                         1,                      2,        2,          0,        0, "BB"       , "NLD"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "D"                 , "D"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 118.8 ,                             0,                           1, "Canceled"          , "2016-02-07"
"City Hotel"  ,             1,          15,                2016, "April"             ,                         18,                          27,                         0,                      3,        2,          0,        0, "BB"       , "PRT"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "7"    , "NULL"   ,                      0, "Transient"      , 103.44,                             0,                           2, "Canceled"          , "2016-04-24"
"City Hotel"  ,             1,         128,                2017, "May"               ,                         19,                          11,                         0,                      3,        1,          0,        0, "BB"       , "GBR"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 130.8 ,                             0,                           0, "Canceled"          , "2017-01-15"
"City Hotel"  ,             0,           1,                2016, "April"             ,                         15,                           9,                         2,                      1,        1,          0,        0, "BB"       , "KOR"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 115   ,                             0,                           1, "Check-Out"         , "2016-04-12"
"City Hotel"  ,             1,         148,                2015, "December"          ,                         53,                          31,                         1,                      3,        2,          0,        0, "BB"       , "PRT"    , "Groups"        , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "Non Refund"  , "1"    , "NULL"   ,                     98, "Transient"      ,  77.5 ,                             0,                           0, "Canceled"          , "2015-11-11"
"City Hotel"  ,             1,          89,                2016, "July"              ,                         28,                           5,                         0,                      3,        2,          0,        0, "BB"       , "PRT"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "8"    , "NULL"   ,                      0, "Transient"      , 114.3 ,                             0,                           0, "Canceled"          , "2016-04-24"
"City Hotel"  ,             0,         179,                2017, "July"              ,                         27,                           6,                         2,                      3,        3,          0,        0, "BB"       , "DEU"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "D"                 , "D"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 147.9 ,                             0,                           1, "Check-Out"         , "2017-07-11"
"City Hotel"  ,             0,           8,                2016, "November"          ,                         45,                           5,                         0,                      1,        1,          0,        0, "BB"       , "CHN"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "359"  , "NULL"   ,                      0, "Transient-Party", 120   ,                             0,                           0, "Check-Out"         , "2016-11-06"
"City Hotel"  ,             0,          79,                2016, "March"             ,                         14,                          28,                         1,                      3,        2,          1,        0, "BB"       , "SVK"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "D"                 , "D"                 ,                 0, "No Deposit"  , "16"   , "NULL"   ,                      0, "Transient"      , 103.28,                             0,                           1, "Check-Out"         , "2016-04-01"
"City Hotel"  ,             0,         140,                2015, "November"          ,                         47,                          18,                         0,                      3,        1,          0,        0, "BB"       , "PRT"    , "Groups"        , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "D"                 ,                 1, "No Deposit"  , "29"   , "NULL"   ,                     87, "Transient-Party",  65   ,                             0,                           0, "Check-Out"         , "2015-11-21"
"Resort Hotel",             0,           5,                2015, "October"           ,                         44,                          26,                         1,                      1,        1,          0,        0, "BB"       , "PRT"    , "Corporate"     , "Corporate"           ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "NULL" , "94"     ,                      0, "Transient"      ,  37   ,                             0,                           0, "Check-Out"         , "2015-10-28"
"City Hotel"  ,             0,         122,                2016, "July"              ,                         29,                          15,                         1,                      2,        1,          0,        0, "SC"       , "FRA"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 3, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 106   ,                             0,                           1, "Check-Out"         , "2016-07-18"
"Resort Hotel",             0,           2,                2016, "October"           ,                         43,                          16,                         1,                      0,        1,          0,        0, "BB"       , "PRT"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "240"  , "NULL"   ,                      0, "Transient"      ,  72   ,                             1,                           2, "Check-Out"         , "2016-10-17"
"Resort Hotel",             0,          56,                2017, "March"             ,                          9,                           2,                         1,                      3,        2,          1,        0, "BB"       , "BEL"    , "Direct"        , "Direct"              ,                   0,                        0,                                0, "G"                 , "G"                 ,                 0, "No Deposit"  , "250"  , "NULL"   ,                      0, "Transient"      , 103   ,                             1,                           0, "Check-Out"         , "2017-03-06"
"Resort Hotel",             0,           4,                2016, "December"          ,                         51,                          16,                         0,                      1,        1,          0,        0, "BB"       , "PRT"    , "Online TA"     , "TA/TO"               ,                   1,                        0,                                5, "A"                 , "D"                 ,                 0, "No Deposit"  , "240"  , "NULL"   ,                      0, "Group"          ,  43   ,                             0,                           1, "Check-Out"         , "2016-12-17"
"City Hotel"  ,             0,          96,                2016, "October"           ,                         43,                          19,                         1,                      4,        2,          0,        0, "BB"       , "DEU"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "D"                 , "D"                 ,                 2, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 132.3 ,                             0,                           2, "Check-Out"         , "2016-10-24"
"City Hotel"  ,             1,          22,                2017, "February"          ,                          8,                          24,                         0,                      2,        3,          0,        0, "BB"       , "ESP"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "D"                 , "D"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 158   ,                             0,                           0, "Canceled"          , "2017-02-09"
"City Hotel"  ,             0,          50,                2015, "August"            ,                         35,                          25,                         0,                      4,        2,          0,        0, "BB"       , "PRT"    , "Groups"        , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "1"    , "NULL"   ,                      0, "Transient-Party",  62   ,                             0,                           0, "Check-Out"         , "2015-08-29"
"City Hotel"  ,             1,          66,                2017, "April"             ,                         15,                           9,                         2,                      0,        2,          0,        0, "BB"       , "PRT"    , "Groups"        , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "Non Refund"  , "NULL" , "NULL"   ,                      0, "Transient"      , 100   ,                             0,                           0, "Canceled"          , "2017-02-02"
"City Hotel"  ,             0,         137,                2017, "March"             ,                         10,                           6,                         1,                      1,        2,          0,        0, "BB"       , "ISR"    , "Groups"        , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "37"   , "NULL"   ,                      0, "Transient-Party",  80   ,                             0,                           1, "Check-Out"         , "2017-03-08"
"City Hotel"  ,             1,         105,                2016, "October"           ,                         42,                          12,                         0,                      3,        2,          0,        0, "BB"       , "PRT"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "132"  , "NULL"   ,                      0, "Transient-Party",  75   ,                             0,                           0, "Canceled"          , "2016-10-03"
"City Hotel"  ,             0,           3,                2016, "October"           ,                         41,                           7,                         1,                      2,        3,          0,        0, "BB"       , "ESP"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "E"                 ,                 0, "No Deposit"  , "83"   , "NULL"   ,                      0, "Transient"      , 166   ,                             0,                           1, "Check-Out"         , "2016-10-10"
"Resort Hotel",             0,          25,                2016, "July"              ,                         29,                          16,                         2,                      1,        2,          0,        0, "BB"       , "PRT"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "240"  , "NULL"   ,                      0, "Transient"      , 191   ,                             1,                           2, "Check-Out"         , "2016-07-19"
"Resort Hotel",             0,         133,                2016, "June"              ,                         24,                           6,                         1,                      1,        2,          0,        0, "BB"       , "IRL"    , "Direct"        , "Direct"              ,                   0,                        0,                                0, "A"                 , "C"                 ,                 0, "No Deposit"  , "250"  , "NULL"   ,                      0, "Transient"      ,  63.75,                             0,                           0, "Check-Out"         , "2016-06-08"
"City Hotel"  ,             1,           8,                2016, "March"             ,                         12,                          18,                         2,                      3,        2,          2,        0, "BB"       , "ESP"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "F"                 , "F"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 214.6 ,                             0,                           0, "Canceled"          , "2016-03-14"
"City Hotel"  ,             0,         114,                2016, "May"               ,                         22,                          24,                         0,                      3,        2,          0,        0, "BB"       , "PRT"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "D"                 , "D"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient-Party", 140.4 ,                             0,                           0, "Check-Out"         , "2016-05-27"
"City Hotel"  ,             1,         447,                2016, "September"         ,                         40,                          29,                         0,                      1,        1,          0,        0, "BB"       , "PRT"    , "Groups"        , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "Non Refund"  , "1"    , "NULL"   ,                      0, "Transient"      ,  59   ,                             0,                           0, "Canceled"          , "2015-10-21"
"Resort Hotel",             0,           5,                2016, "February"          ,                          8,                          14,                         2,                      0,        2,          0,        0, "BB"       , "ESP"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "D"                 ,                 0, "No Deposit"  , "240"  , "NULL"   ,                      0, "Transient"      ,  65   ,                             0,                           1, "Check-Out"         , "2016-02-16"
"Resort Hotel",             1,         232,                2017, "February"          ,                          8,                          22,                         7,                     19,        2,          0,        0, "BB"       , "ITA"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "E"                 , "E"                 ,                 0, "No Deposit"  , "240"  , "NULL"   ,                      0, "Transient"      ,  55.8 ,                             0,                           2, "Canceled"          , "2016-11-22"
"City Hotel"  ,             1,          34,                2016, "April"             ,                         18,                          30,                         1,                      1,        3,          0,        0, "BB"       , "ESP"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "D"                 , "D"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 159.3 ,                             0,                           0, "Canceled"          , "2016-03-30"
